ID,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type,From_Cache_la_Poudre
1650637938017,2768,166,20,446,38,2501,232,242,132,2142,2705,0
1651066899443,2555,46,30,360,147,1366,214,160,62,573,4703,0
1651068125489,2301,103,38,190,101,1645,251,164,4,134,2704,1
1653747191815,2579,158,22,30,5,1640,237,237,118,1216,6102,0
1654792863993,2191,290,26,402,138,446,139,226,223,391,4703,1
1655141018439,2349,298,8,175,55,924,198,237,180,582,2717,1
1655668905069,2212,310,33,201,95,1050,115,198,214,1201,4703,1
1656260616582,2414,239,23,466,89,306,172,252,211,825,4703,1
1656388589409,2428,63,7,285,38,849,226,226,134,853,2703,1
1656551425855,2182,311,27,180,107,1509,137,209,207,816,4703,1
1656596350013,2268,128,32,150,80,1632,252,200,48,67,2704,1
1657302836005,2662,99,19,162,49,2318,247,211,85,2432,4704,0
1657827643324,2583,26,21,228,78,1388,204,188,113,577,4704,0
1658649519880,2677,86,8,150,21,1825,232,227,129,1776,2705,0
1659383964363,2366,6,14,228,59,1342,201,212,146,366,2717,1
1660013718867,2280,133,11,30,4,1546,237,235,127,684,2704,1
1660333525992,2058,36,31,255,89,390,201,157,72,417,2717,1
1660600663044,2206,352,22,30,8,830,176,197,155,361,4703,1
1661671983789,2010,107,23,95,50,150,252,206,70,331,2702,1
1661898360684,2612,135,17,277,53,1591,245,230,108,2375,2705,0
1663140876226,2405,54,14,234,26,997,228,209,111,767,2717,1
1663298830781,2155,281,27,150,79,1456,138,231,228,741,4703,1
1664588953630,2680,112,5,120,-12,1806,229,234,139,150,4703,0
1665196966975,2429,272,36,67,39,404,106,224,244,384,4703,0
1665720349410,2582,36,8,190,-15,1383,220,222,138,1248,2703,0
1666543405628,2012,320,19,0,0,67,169,219,189,845,6102,1
1668077439049,1934,164,3,0,0,30,223,240,0,417,2702,1
1668733305756,2064,291,26,67,26,666,139,226,222,633,6102,1
1670110995641,2372,53,25,350,132,1182,225,179,74,942,4703,1
1671157431031,2340,96,29,258,152,1550,251,183,39,153,2704,1
1674212719778,2343,282,8,335,147,774,198,241,182,592,2717,1
1678510969200,2369,130,8,42,0,497,234,236,133,853,2703,0
1678615791713,2497,75,15,242,102,859,237,212,103,1261,2705,0
1679269920894,2597,243,33,90,20,1465,140,245,229,1296,2704,0
1680274578307,2406,198,19,67,16,765,211,252,169,1140,2704,0
1680792301296,2529,43,33,319,122,1293,205,148,54,655,4703,0
1681376170093,2212,28,36,108,68,1307,181,138,69,1354,4703,1
1682849359267,2388,160,7,134,14,644,228,242,147,962,2703,0
1683446436351,2141,264,28,258,135,324,140,240,231,443,4703,1
1685325677657,2607,102,13,240,7,484,242,222,107,1170,2705,0
1686441951744,2214,322,23,150,34,1165,157,211,191,1165,4703,1
1688211357671,2243,320,28,300,170,1493,138,201,197,914,4703,1
1688308196848,2662,107,16,162,62,1612,245,220,99,1195,4704,0
1690613755313,2683,108,14,67,8,1276,244,222,104,713,2703,0
1691497958821,2466,103,18,297,110,853,247,214,89,1104,2717,1
1692021595376,2233,292,33,60,51,1343,110,212,233,1008,4703,1
1692518422659,2615,131,10,417,87,700,236,235,129,1513,2703,0
1692821980358,2701,182,5,150,17,999,222,244,157,459,2703,0
1694230992571,2586,9,21,180,51,1364,191,192,133,1588,4703,0
1694421200676,2558,151,8,240,-6,1167,231,240,141,1347,2703,0
1694649082245,2710,171,12,85,10,1041,228,245,147,443,2703,0
1694721099772,2370,115,19,192,79,1276,249,218,90,983,2704,1
1694833069410,2473,81,10,150,19,218,233,223,121,1077,2703,0
1695484564736,2140,348,43,67,31,677,106,133,141,525,4703,1
1695495260924,2342,136,18,95,35,992,245,230,107,942,2704,1
1696100849831,2376,317,26,108,54,150,143,207,200,384,4703,1
1696722845457,2575,125,4,201,-8,1302,226,237,145,1296,2703,0
1696982414318,2794,132,13,360,33,1549,240,233,121,1153,4704,0
1697622819890,2206,5,16,30,9,1537,197,206,144,876,4703,1
1697987500136,2556,188,11,190,23,2108,221,248,160,1930,2703,0
1698390866598,2128,251,30,212,126,330,142,244,230,30,2706,1
1698900298192,2467,232,23,95,46,1077,176,253,207,1273,2704,0
1699607750136,2316,268,17,335,92,825,173,244,209,108,2717,1
1699761122169,2631,334,13,446,75,631,190,222,171,955,4704,0
1700427623880,1958,311,40,85,66,108,86,179,216,201,4703,1
1700885404830,2335,80,13,85,3,30,237,217,109,760,2705,1
1701448880740,2302,31,11,234,37,780,217,217,134,591,2703,1
1701717661186,1991,73,15,67,2,313,236,210,102,474,2717,1
1701815322071,2658,133,12,124,23,1761,239,234,124,1034,4704,0
1702097896397,2340,345,23,218,85,1633,170,198,163,973,2703,1
1702312703233,2425,293,18,277,8,67,168,233,205,424,4703,1
1703778799365,2291,88,12,30,9,234,238,220,112,480,4704,1
1703897418109,2359,137,20,150,61,932,246,228,102,883,2704,1
1704006978019,2318,321,23,170,28,1310,154,210,192,437,4703,1
1704122662113,2202,216,6,42,23,1237,214,246,168,920,4703,1
1705883790237,2426,174,18,272,-96,1203,228,246,143,1489,2703,0
1706579173570,2503,251,17,85,38,659,180,250,206,1026,2705,0
1707019563838,2779,250,49,361,156,3104,70,213,246,1535,2705,0
1708450991334,2089,261,28,127,66,192,140,241,232,558,4703,1
1708604931315,2535,120,20,60,11,1477,250,219,88,1383,2705,0
1708937633283,2588,216,33,42,22,2026,168,249,197,459,2705,0
1709381727696,2560,350,15,0,0,1486,191,213,159,1150,6102,0
1709764119261,2313,348,30,300,123,1211,149,175,154,256,4703,1
1710378651931,2313,317,17,360,170,1110,174,223,188,511,4703,1
1711604731205,2293,33,40,60,41,1442,180,123,47,1036,4703,1
1712284518780,2431,27,7,42,3,551,217,224,143,1718,2717,1
1712616972167,2635,183,36,124,80,2595,204,236,135,990,2705,0
1713169188616,2326,5,21,408,102,1158,189,195,139,446,4703,1
1714802937967,2408,270,1,108,-1,677,216,238,160,983,2703,0
1715144661732,2126,303,43,301,104,313,72,180,228,85,4703,1
1715237188528,2026,297,40,162,136,190,81,192,234,124,4703,1
1715569929295,2464,22,9,192,32,713,215,221,143,1490,2717,1
1717546336041,2564,230,8,600,94,752,207,248,177,912,2703,0
1717614736537,2579,253,10,127,32,1276,198,247,187,1084,2705,0
1717661940345,2273,11,30,30,16,1581,174,165,115,990,4703,1
1717917391921,2319,12,20,212,56,979,196,196,132,864,2717,1
1719902993776,2271,356,33,30,20,1631,150,163,137,942,4703,1
1720530149114,2309,198,6,295,51,313,218,245,163,540,2705,1
1721832462451,2566,120,19,134,42,1550,249,220,91,1448,2705,0
1721911463355,2504,97,27,330,106,859,251,190,49,552,2702,1
1722205014154,2049,278,20,60,5,708,161,239,216,666,6102,1
1722220220530,2255,117,31,95,48,1657,254,194,41,201,2704,1
1723343724684,2387,187,33,67,31,408,204,242,146,1124,2705,1
1723613712847,2303,57,18,153,62,218,229,200,97,1670,2717,1
1724269261345,2532,131,16,466,124,450,244,230,110,1296,2705,0
1724372751474,2335,278,28,134,55,1012,132,231,232,216,2717,1
1725325731666,2076,168,8,150,18,711,227,243,150,870,2703,1
1726730739698,2174,22,35,351,123,469,176,144,82,402,4703,1
1731685750995,1966,21,44,67,58,85,153,112,61,342,4703,1
1732503036475,2462,119,24,67,15,607,252,212,73,767,2705,0
1733150726092,2571,13,12,175,47,1266,208,216,143,1236,2703,0
1733955265949,2574,152,17,450,46,738,238,238,124,1296,2703,0
1734320682040,2445,348,16,120,13,484,189,213,161,1800,2717,1
1736158758935,2603,161,16,285,59,1513,234,242,133,2229,2705,0
1736543116487,2565,171,10,85,9,1323,227,245,150,1248,2705,0
1737629843723,2204,326,21,127,28,1182,164,211,185,1140,4703,1
1739083816046,2576,189,30,95,41,2431,205,245,153,918,2705,0
1740065177987,2403,314,29,90,52,1036,132,204,206,1201,4703,1
1741993644596,2317,342,32,190,119,1384,139,175,164,953,4703,1
1742546330058,2268,287,33,108,58,731,110,216,236,1664,4703,1
1743418146067,2389,141,27,30,5,510,247,221,83,1284,2705,1
1743931491156,2534,26,12,60,6,1233,214,214,134,1503,4703,0
1744168427918,2664,225,13,42,9,1906,202,252,185,1800,6102,0
1744339127906,2632,84,13,511,58,1019,238,217,107,930,4704,0
1746866392994,2104,62,32,108,37,192,227,158,39,541,4703,1
1747400909203,2270,129,28,228,72,779,252,211,67,794,2717,1
1748833494502,2226,244,36,108,50,716,127,241,233,721,4703,1
1749549278684,1982,97,18,150,13,180,246,211,88,283,2717,1
1749795212883,2048,318,31,60,45,270,125,195,202,469,4703,1
1750425112893,2185,50,30,175,43,1396,218,162,58,283,2704,1
1750941911567,2303,315,23,170,74,977,154,215,198,212,4703,1
1751411428820,2499,163,22,210,-50,1296,234,240,125,1412,2705,0
1753432438543,2105,138,22,67,24,272,247,226,96,864,2702,1
1753662930329,2128,263,35,190,75,433,115,232,242,552,4703,1
1754694999124,2363,144,33,192,107,1448,244,213,69,488,2704,1
1755179818251,2353,310,13,454,228,854,185,231,186,1411,2717,1
1755584887736,2446,98,13,162,28,824,240,222,110,1106,2717,1
1756235561975,2297,84,12,124,23,120,237,220,113,904,4703,0
1756562949880,2705,103,19,335,126,1608,248,212,85,1040,2703,0
1758333876494,2225,310,34,108,60,558,112,196,214,1421,4703,1
1758804353585,2585,222,38,120,85,1530,148,244,207,1237,2704,0
1760198567745,1947,63,22,180,80,210,233,188,76,1041,2704,1
1761312775893,2416,310,30,212,124,408,127,205,211,691,4703,1
1761751360520,2574,170,21,390,116,2244,230,244,135,306,2705,0
1761778886911,2384,99,14,162,10,511,242,221,106,811,2703,0
1761801832717,2576,102,15,285,67,1144,244,219,99,1608,2705,0
1762169020532,2552,185,10,42,5,2273,222,247,158,2106,2703,0
1762881167652,2554,148,16,426,99,450,240,236,120,531,2705,0
1763254060372,2350,314,28,446,109,402,135,205,204,1853,4703,1
1763697308611,2601,225,3,300,114,759,216,242,163,1006,4704,1
1764016479487,2504,85,11,108,21,240,236,221,114,1689,2706,1
1764183300157,2374,190,28,30,14,488,207,248,156,1249,2705,1
1764961212498,2124,306,35,127,29,700,106,197,220,579,4703,1
1765740423227,2270,11,26,67,27,680,183,179,124,577,4703,1
1766014912027,1996,314,27,150,118,127,138,207,204,342,4703,1
1766448297158,2598,155,15,218,60,1148,236,240,130,1121,2705,0
1769509250727,2115,35,26,242,57,759,206,172,88,876,4703,1
1769790481602,2315,87,23,67,16,408,246,194,64,750,2705,1
1770537950343,2219,326,19,30,5,824,169,215,184,300,5101,1
1771243219113,2353,319,14,175,44,1339,184,227,182,376,4703,1
1771552142553,2542,186,28,90,61,1939,212,246,150,876,2705,0
1771631969361,2683,177,16,426,75,607,226,247,148,30,2705,0
1772112680102,2204,65,34,361,254,404,229,152,27,255,2717,1
1772887365877,2381,352,29,450,178,1153,157,177,149,218,4703,1
1773295931876,2265,311,20,324,130,566,163,222,198,390,2717,1
1773352112644,2214,296,32,182,139,1395,114,211,228,931,4703,1
1773364177686,2683,108,15,474,-7,750,245,221,101,1324,4704,0
1774841453194,2676,45,17,618,-21,604,222,200,106,1426,4704,0
1775498100554,2077,99,18,272,157,295,247,211,86,564,2702,1
1775615656742,2617,199,28,335,89,899,197,250,170,1075,2703,0
1775907624374,2527,55,26,335,50,680,226,176,69,842,4703,1
1776704883001,2593,189,34,124,58,2436,200,241,149,947,2705,0
1776758368738,2397,141,10,201,23,690,236,237,131,990,2703,0
1777636401561,2346,110,9,30,6,1382,236,230,126,484,2717,1
1778477239146,2377,352,29,309,195,1209,156,176,148,1189,4703,1
1778534217636,2241,311,24,212,61,1112,147,214,204,1199,4703,1
1778932747346,2407,185,14,361,77,787,222,249,157,706,2702,1
1778974863646,2407,297,19,108,25,350,162,230,206,808,4703,1
1779457339764,2513,207,20,150,46,2136,203,254,179,362,2705,0
1779642382490,2626,239,11,268,26,551,199,250,187,1172,2705,0
1780525156527,2627,198,6,256,23,1682,218,245,163,782,2703,0
1780970463348,2426,68,9,313,36,875,230,221,124,876,2703,1
1782577071407,2267,4,23,85,44,570,182,187,136,601,4703,1
1782610358021,2389,261,12,60,-3,660,189,246,195,997,2704,0
1783527634260,2595,171,24,42,6,1415,229,242,132,277,2705,0
1786833581082,2516,64,25,30,7,1608,233,180,64,511,4703,0
1787711107516,2564,126,10,67,10,1784,237,233,126,1839,2705,0
1790126783275,2210,281,36,150,133,283,101,217,242,607,4703,1
1790595561497,2177,303,29,335,283,362,127,211,218,210,4703,1
1790718238053,2305,136,24,108,39,732,249,221,86,706,2705,1
1791484253158,2133,306,19,335,123,384,163,225,201,631,4703,1
1791588616255,2637,167,30,242,116,2183,228,234,114,890,2705,0
1791960840100,2377,119,17,201,86,1237,246,223,100,1006,2704,1
1792197212678,2454,358,12,108,22,760,202,218,154,1406,2717,1
1792241425016,2377,252,9,342,209,1383,200,247,185,685,2717,1
1792526964421,2708,178,26,124,42,1974,222,244,139,2335,4703,0
1792983051009,2596,222,39,85,49,1852,146,243,207,350,2705,0
1793634670587,2425,147,20,335,82,618,242,234,111,711,2704,1
1794016026510,2425,45,10,0,0,591,223,218,129,1666,2717,1
1796444289482,2296,124,20,277,70,339,249,221,92,745,2704,1
1796453220223,2116,121,32,309,52,433,254,195,42,883,2703,1
1796883649335,2240,0,20,95,-25,853,186,198,146,382,4703,1
1798165319011,2478,194,10,67,-7,1075,219,248,163,920,2705,0
1799194555579,2738,163,16,120,8,2419,233,243,135,2301,4704,0
1799912976464,2594,45,2,300,68,335,219,235,152,990,2717,1
1800074361651,2302,243,40,503,160,785,114,235,236,892,2702,1
1800874755179,2791,157,15,124,21,1063,235,241,132,895,2703,0
1802290317849,2438,110,15,30,-4,1198,244,222,103,1077,6101,0
1803835289232,2407,117,12,108,28,510,240,229,118,932,2705,0
1804713277525,2352,354,19,228,95,1340,184,203,154,1115,4703,1
1805588175282,2135,153,11,30,0,272,233,241,137,553,2702,1
1806243983730,2314,309,25,295,153,864,143,214,208,618,2717,1
1806396968714,2181,111,30,60,27,120,254,193,43,633,2702,1
1807189708036,1971,107,22,242,72,256,251,208,73,878,2704,1
1807194552228,2598,229,23,283,-1,660,180,254,204,1290,2705,0
1808405540317,2501,329,8,319,90,450,200,230,169,1698,2717,1
1809746311437,2275,352,13,30,0,277,196,217,158,408,4703,1
1811012694076,2336,325,27,85,36,212,143,200,190,256,4703,1
1811421965965,2391,4,8,319,104,1276,210,225,153,1072,2703,1
1812025854808,2659,153,17,170,19,994,238,239,125,603,2703,0
1813273042528,2653,81,19,636,245,607,242,203,84,1388,2705,0
1813946344478,2853,104,24,582,220,2451,252,202,65,1964,4703,0
1814172752983,2424,301,29,283,212,1207,128,213,220,930,4703,1
1817366417774,2363,192,18,0,0,531,216,251,163,1265,6101,1
1817462381283,2814,156,20,577,84,2672,238,238,120,1982,2705,0
1817857028274,2411,171,18,418,68,594,229,245,140,808,2704,1
1818097921820,2166,281,33,324,280,350,112,221,238,242,4703,1
1820172878349,2432,237,22,446,125,331,176,253,208,864,4704,1
1820413629075,2603,190,7,283,58,2597,220,245,160,674,2703,0
1821463881512,2438,284,22,306,-24,180,155,234,217,582,4703,1
1822532505551,2470,112,25,67,17,864,253,204,63,750,2705,0
1823803154195,2260,303,19,30,7,371,164,227,202,711,6101,1
1823811708977,2526,161,17,212,71,752,235,242,131,892,2705,0
1823839507101,2636,84,15,258,99,457,240,212,98,1539,2703,0
1824361887655,2087,247,23,150,61,457,166,250,217,488,2702,1
1826957033699,2428,52,22,150,21,1396,225,187,85,592,4703,0
1827888159601,2301,333,14,258,77,969,188,222,172,190,2717,1
1828172488674,2644,145,18,684,236,663,242,234,115,1290,2705,0
1829134837707,2551,232,29,190,96,1354,162,251,214,1282,2704,0
1829199042641,2308,266,16,240,46,234,179,245,205,391,4703,1
1829434158625,2305,224,14,234,42,912,201,252,186,765,2717,1
1829847161564,2104,61,24,309,89,540,231,183,72,552,2717,1
1829848457291,2117,313,24,295,107,342,150,215,202,660,4703,1
1829883859456,2063,359,20,0,0,547,186,199,147,607,4703,1
1830675375108,2077,99,26,285,117,331,252,194,54,518,2702,1
1830991122585,2339,351,15,400,132,120,193,214,159,1530,2703,1
1831254480589,2382,342,15,446,207,1482,188,217,167,612,4703,1
1831370613823,2617,157,7,192,13,1584,228,241,146,908,2703,0
1832266236645,2396,313,24,134,70,361,148,214,202,768,4703,1
1835319092922,2378,32,18,42,-5,690,213,198,114,1256,2706,1
1837145455230,2554,73,30,402,150,1172,238,167,37,779,2705,0
1837993384898,2379,321,23,60,30,1230,156,212,192,939,4703,1
1838061116007,2590,92,14,216,62,511,241,218,105,1570,4703,0
1839493558540,2111,258,38,175,88,391,107,230,245,537,4703,1
1840216355513,2620,121,4,127,18,1660,227,236,144,972,2703,0
1840244535970,2390,55,18,255,-16,757,228,198,96,677,4703,1
1840323569506,2327,326,32,201,115,1358,124,186,191,947,4703,1
1840915928452,2431,53,24,150,22,1430,226,182,77,551,4703,0
1841008704755,2365,74,7,162,5,402,229,227,132,730,2703,0
1842621738080,2152,19,32,295,202,319,179,156,96,240,4703,1
1843782423495,2554,96,2,510,17,997,223,236,149,1159,2703,0
1844143257285,2214,16,32,228,105,780,175,157,103,351,4703,1
1844613860328,2714,172,19,418,-15,2300,229,245,140,2340,2705,0
1846105552322,2291,267,22,85,21,1034,158,243,220,295,2702,1
1846241512587,2134,342,16,323,130,458,186,214,166,591,4703,1
1848031272886,2685,320,15,323,7,2143,181,225,183,1710,4703,0
1848288938382,2558,228,12,297,30,878,202,251,185,1415,2705,0
1849043876079,2400,99,11,30,6,819,239,224,114,1120,2705,0
1849410274941,2446,90,24,134,59,750,248,194,60,1200,2705,0
1849476326318,2430,305,27,430,188,716,134,213,214,379,4703,1
1849514353559,2453,354,27,268,102,674,165,182,148,1221,4703,1
1850401495757,2248,318,30,247,87,713,131,199,201,571,4703,1
1851070268482,2379,102,21,182,57,228,250,207,75,741,2705,0
1851944387790,2450,203,2,247,22,859,218,240,159,1132,2703,0
1852500249293,2120,71,36,277,105,570,233,149,16,604,2717,1
1852568450396,2401,91,25,60,-19,792,249,191,55,1150,2705,0
1853147334762,2509,228,24,95,44,618,176,253,205,1068,2705,0
1853372873999,2313,347,38,182,116,1584,123,151,148,967,4703,1
1853950231845,2053,238,33,85,57,170,142,246,225,300,2706,1
1855105706369,2346,65,27,218,56,698,233,174,55,576,2717,1
1855153348665,2131,6,26,335,73,350,179,181,131,785,4703,1
1855486563391,2587,117,22,589,-12,693,251,214,80,1248,2705,0
1855700861159,2761,155,19,404,31,2449,239,238,120,2190,2705,0
1856026661065,2669,126,13,469,13,700,241,231,116,433,2703,0
1856311608966,2329,28,22,255,22,960,205,185,107,150,2717,1
1856519195213,2444,283,28,277,1,361,131,228,230,1809,4703,1
1856653983967,2447,102,16,30,10,481,245,217,95,825,2705,0
1856929053066,2252,32,24,323,112,1318,207,181,100,752,4703,1
1857135194246,2454,142,20,240,-88,1260,244,231,106,1584,2705,0
1858305292250,2044,43,33,360,177,351,207,151,56,964,2706,1
1859043842561,2180,47,37,212,55,636,204,134,34,484,4703,1
1859130011825,2471,100,11,30,4,1524,238,226,118,700,2705,0
1859137618386,2307,24,24,42,21,1411,199,180,107,812,4703,1
1861037533676,2086,268,23,60,22,541,155,242,223,805,2717,1
1861341123853,2262,105,27,108,46,1624,253,194,50,242,2704,1
1862343859900,2442,286,12,283,123,319,187,239,192,474,4703,1
1863185736152,2605,179,20,60,21,1632,224,248,148,2728,2705,0
1864055760833,2179,332,37,108,51,849,112,168,180,484,4703,1
1864140675905,2773,53,10,216,43,2473,226,219,127,2166,7756,0
1864457463622,2427,311,24,212,102,268,147,214,204,351,4703,1
1864671638387,2606,72,32,124,64,1740,237,163,33,1019,2704,0
1865218077232,2357,327,23,182,98,582,156,206,186,552,4703,1
1866688318931,2502,345,7,323,19,450,206,229,161,1677,2717,1
1867635426365,2194,21,28,150,69,1120,190,170,104,1112,4703,1
1867821184956,2711,117,14,277,15,1418,244,226,108,841,2703,0
1868974680876,2127,41,31,212,59,247,206,155,64,750,4703,1
1872823988181,2400,284,19,67,18,391,163,237,212,849,4703,1
1873285839837,2021,35,27,60,1,330,205,169,85,722,4703,1
1873797614755,2620,258,22,234,20,659,163,247,219,1273,2705,0
1875146535674,2050,316,30,256,130,300,129,200,204,558,4703,1
1875504223403,2092,336,37,60,-6,443,115,163,171,451,4703,1
1877512837559,2473,127,28,90,13,967,253,209,64,1354,2705,0
1878766853401,2554,242,21,67,2,1338,175,252,210,1110,2705,0
1879904907390,2238,286,15,277,166,108,175,238,202,450,2703,1
1881121210832,2232,343,27,180,71,685,155,188,165,631,4703,1
1881972951243,2416,142,20,342,73,595,245,231,105,726,2704,1
1883147664071,2562,204,16,437,188,886,210,253,174,949,2704,0
1884131484477,2311,238,20,335,169,955,180,253,206,1012,2702,1
1886603618489,2671,318,18,300,84,2145,169,221,190,1694,4703,0
1887084709772,2393,68,19,258,23,361,236,199,87,661,2703,0
1887363263575,2707,98,20,212,74,2434,248,208,79,2305,4703,0
1887441797138,2263,230,36,499,-66,594,142,245,218,849,2702,1
1887469583065,2618,202,26,268,-21,1104,198,252,175,947,2705,0
1887477493509,2555,110,26,488,-44,750,253,201,58,1208,2703,0
1887901818236,2072,75,35,170,115,212,237,153,16,67,2702,1
1888328483670,2526,128,27,570,118,540,252,211,68,1266,2705,0
1888546158480,2319,114,9,342,57,247,236,231,125,514,2705,1
1889242696481,2608,176,12,30,0,1486,226,246,150,306,2705,0
1889496339844,2439,108,19,319,167,1273,249,215,87,691,2717,1
1890175828214,2455,308,26,272,129,170,139,213,209,1570,4703,1
1890800472027,2630,146,22,150,46,1617,244,230,102,2605,2705,0
1891067380483,2147,170,27,120,23,631,227,239,125,661,2717,1
1892494928842,2128,169,28,95,15,600,228,238,122,633,2717,1
1894391600081,2399,77,9,420,9,1040,232,224,125,1045,2703,1
1895533714475,2262,149,12,0,0,297,236,239,132,361,4703,1
1895862274664,2587,180,3,134,10,685,220,241,156,1239,4704,0
1896720458349,2548,143,9,42,-1,1436,234,238,135,1296,2703,0
1897359361123,2542,356,22,335,55,825,179,194,148,1243,4703,1
1898853365969,2389,40,20,228,27,964,218,193,103,757,2717,1
1899759301129,2401,296,24,350,160,319,147,225,215,1825,2717,1
1901118443408,2280,153,13,67,18,234,235,240,134,297,4703,1
1901783338139,2083,0,29,170,59,234,165,173,135,509,4703,1
1902539846281,2522,159,10,277,36,934,231,242,142,1091,2703,0
1903363857788,2713,158,11,474,-19,631,232,242,139,218,2705,0
1903816557838,2484,145,27,240,98,270,245,223,87,967,2705,0
1904992968951,2499,240,22,201,106,390,173,252,211,379,2705,0
1906274346334,1916,29,26,30,-1,42,201,175,98,324,4703,1
1907581911628,2571,189,17,258,62,2026,218,251,160,1800,2703,0
1908164127344,2613,131,13,216,57,1231,241,232,119,1273,2704,0
1908234739750,2511,205,26,162,97,1613,196,253,179,564,2705,0
1909040712562,2374,92,32,295,167,1565,250,174,28,210,2704,1
1909052560045,2510,81,35,120,50,1409,242,157,16,953,2704,0
1909828962523,2307,305,4,150,44,997,209,237,167,845,2717,1
1909838431361,2535,347,6,391,164,994,208,230,160,1348,4703,1
1909942426574,2212,340,22,42,0,1458,168,202,169,979,4703,1
1910064035070,2544,160,11,67,-5,1449,231,242,141,1299,2703,0
1910131384063,2301,324,39,134,119,1379,99,169,194,1100,4703,1
1910388664673,2358,307,12,459,233,864,187,233,186,1413,2717,1
1911250838826,2261,34,24,67,18,638,209,179,95,612,4703,1
1911540797550,2497,148,34,309,113,323,241,214,71,947,2705,0
1911593107016,2307,326,31,210,115,902,130,190,191,1456,4703,1
1912775677976,2390,142,25,335,47,531,246,225,92,732,2704,1
1914033102596,2368,327,29,108,47,170,137,193,188,258,4703,1
1914387070534,2685,159,14,108,16,1084,234,242,135,577,2703,0
1915006535601,2137,341,26,552,135,658,158,193,168,371,2706,1
1915063218899,2232,174,40,120,34,849,209,224,108,872,2717,1
1915521789626,2725,162,22,180,59,2107,235,239,123,2367,2705,0
1916210774619,2332,1,21,424,226,1087,185,196,143,1295,4703,1
1917356674535,2606,118,10,42,2,2006,238,231,122,2698,2705,0
1917673840545,2281,23,29,240,76,1061,189,165,98,175,4703,1
1918094417521,2596,9,18,210,60,1387,196,200,137,1616,4703,0
1918495603219,2023,38,25,42,23,390,212,178,89,722,4703,1
1918519840484,2628,76,15,616,34,895,237,212,102,1052,4704,0
1919475701840,2360,28,17,30,1,503,211,201,121,518,2717,1
1920141110453,2351,80,12,85,15,1366,236,219,113,300,2717,1
1920513840025,2184,310,19,85,10,1260,164,223,198,1050,2705,1
1920811530215,2428,246,14,60,34,532,190,250,197,990,2705,0
1922121957287,2437,111,26,361,209,1604,253,201,58,335,2717,1
1922444151034,2374,42,13,95,15,1226,222,212,123,661,2717,1
1924791947698,2277,130,29,42,20,1080,252,210,65,932,2717,1
1924935514496,2025,96,38,134,91,153,249,158,1,408,2702,1
1925162001094,2223,308,35,190,81,649,106,195,217,499,4703,1
1926627329128,2452,202,11,42,6,1869,215,250,168,150,2703,0
1926911484342,2069,43,29,42,17,984,212,164,69,481,4703,1
1928037042079,2197,31,24,67,45,1209,206,180,99,911,4703,1
1928188229459,1980,91,23,175,75,190,248,196,65,691,2704,1
1928230691302,2130,38,32,242,121,430,203,154,66,437,2717,1
1928607797231,2379,146,14,242,92,1159,239,237,125,1057,2704,1
1928801849064,2405,80,4,234,-4,573,225,232,142,878,2703,0
1929026153455,2225,35,12,283,83,551,219,214,129,402,2717,1
1929597065591,2393,85,10,450,3,1082,235,223,119,1087,2703,1
1930005532376,2301,156,16,108,27,95,236,240,129,872,2704,0
1930366999993,2290,352,18,42,12,693,185,205,156,576,2703,1
1931710395058,2686,36,17,573,-22,626,217,200,113,1436,4704,0
1932228960875,2364,128,22,30,10,815,250,220,86,1107,2706,1
1933222743631,2116,5,24,108,61,990,182,186,134,330,4703,1
1933439139517,2434,261,10,270,104,808,195,246,189,603,2717,1
1935047443840,2600,119,32,60,3,1449,254,193,40,313,4703,0
1936232180953,2446,164,11,390,38,360,230,243,144,1065,2703,0
1936380484965,2567,133,8,85,-3,1366,233,236,135,1291,2703,0
1936498439918,2566,108,10,30,-4,1415,237,229,122,1260,2703,0
1938927179648,2086,114,33,234,58,309,254,187,32,547,2702,1
1939681049819,2606,171,18,323,78,953,229,245,140,1073,2703,0
1939720342499,2379,145,15,30,9,509,240,236,122,859,2705,0
1940018848999,2588,162,12,210,49,1273,231,243,142,1806,2705,0
1940942687893,2587,221,17,319,73,854,197,254,189,1565,2705,0
1942254273689,2605,223,11,277,5,750,206,251,180,1249,2705,0
1943491031377,2499,84,15,85,16,420,240,214,101,1507,2717,1
1944222722137,2560,239,48,190,134,1931,90,223,234,301,2705,0
1944799605246,2485,44,34,258,78,1318,207,147,51,646,4703,0
1945165015911,2326,282,25,430,253,1437,144,232,224,1073,4703,1
1945414404015,2089,275,42,85,36,474,81,211,250,671,4703,1
1946357037391,2666,67,9,558,-24,671,229,222,125,1371,4704,0
1948130028930,2741,97,24,283,108,2389,251,197,60,2250,4703,0
1948961272793,2174,51,15,240,93,589,226,207,110,607,2717,1
1949630582519,2232,268,28,366,94,540,138,238,232,1697,4703,1
1950292151180,2697,104,9,335,28,830,236,229,124,400,2703,0
1951362319929,2156,14,29,216,125,631,179,166,111,480,4703,1
1951526828465,2344,95,10,150,15,379,237,225,118,738,2703,1
1951948137404,2234,309,25,283,94,760,144,214,207,437,4703,1
1953467396997,2221,305,33,108,22,1318,113,202,220,663,4703,1
1954450674832,2648,160,16,30,4,1142,235,242,132,693,2703,0
